,genres,original_language,original_title,overview,popularity,title
299,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",en,The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",7.54701,The Quick and the Dead
344,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,Clear and Present Danger,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,7.5132449999999995,Clear and Present Danger
201,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Under Siege 2: Dark Territory,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",7.490247,Under Siege 2: Dark Territory
220,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",7.438934,Don Juan DeMarco
144,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,The Basketball Diaries,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,7.415144000000001,The Basketball Diaries
470,"[{'id': 18, 'name': 'Drama'}]",en,In the Name of the Father,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",7.405895,In the Name of the Father
19,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,Money Train,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.",7.337905999999999,Money Train
14,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,Cutthroat Island,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",7.284477000000001,Cutthroat Island
157,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",7.260574,Congo
293,"[{'id': 18, 'name': 'Drama'}]",en,Panther,Panther is a semi-historic film about the origins of The Black Panther Party for Self-Defense. The movie spans about 3 years (1966-68) of the Black Panther's history in Oakland. Panther also uses historical footage (B/W) to emphasize some points.,7.1601490000000005,Panther
61,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",7.137117,Mr. Holland's Opus
163,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,The Doom Generation,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts.",7.120806,The Doom Generation
408,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",en,Airheads,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an AM rock station and hold the deejays hostage until they agree to broadcast the band's tape.,7.09232,Airheads
432,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Cops & Robbersons,"Hard-as-nails cop Jake Stone moves in with the Robbersons so he can watch a hitman who has moved in next door. The Hitman is one thing, but can you survive the Robberson family.",7.042878,Cops & Robbersons
329,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Vanya on 42nd Street,"An uninterrupted rehersal of Chekhov's ""Uncle Vanya"" played out by a company of actors. The setting is their run down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten.",7.039846000000001,Vanya on 42nd Street
178,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,Mighty Morphin Power Rangers: The Movie,"Power up with six incredible teens who out-maneuver and defeat evil everywhere as the Mighty Morphin Power Ranger, But this time the Power Rangers may have met their match, when they face off with the most sinister monster the galaxy has ever seen.",7.024227000000001,Mighty Morphin Power Rangers: The Movie
160,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,Desperado,A gunslinger is embroiled in a war with a local drug runner.,6.950458,Desperado
346,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",en,"Corrina, Corrina","When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople.",6.924689,"Corrina, Corrina"
99,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",6.904831,Bottle Rocket
105,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",en,Muppet Treasure Island,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",6.902423,Muppet Treasure Island
35,"[{'id': 18, 'name': 'Drama'}]",en,Dead Man Walking,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,6.891317,Dead Man Walking
400,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,Highlander III: The Sorcerer,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",6.8666339999999995,Highlander: The Final Dimension
436,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",6.8652,Dazed and Confused
88,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,Nick of Time,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",6.848591000000001,Nick of Time
121,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",cn,重慶森林,"Every day, Cop 223 buys a can of pineapple with an expiration date of May 1, symbolizing the day he'll get over his lost love. He's also got his eye on a mysterious woman in a blond wig, oblivious of the fact she's a drug dealer. Cop 663 is distraught with heartbreak over a breakup. But when his ex drops a spare set of his keys at a local cafe, a waitress lets herself into his apartment and spruces up his life.",6.778979,Chungking Express
188,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",en,The Scarlet Letter,"Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.",6.752119,The Scarlet Letter
252,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",en,Junior,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",6.710215,Junior
6,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,Sabrina,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",6.677277,Sabrina
213,"[{'id': 35, 'name': 'Comedy'}]",en,Billy Madison,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",6.638116,Billy Madison
369,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Ri¢hie Ri¢h,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.",6.595255,Ri¢hie Ri¢h
